% created with mat2arff skript 
% created on: 05-Oct-2018 22:55:22 

@RELATION a 
@ATTRIBUTE var1 NUMERIC
@ATTRIBUTE var2 NUMERIC
@ATTRIBUTE var3 NUMERIC
@ATTRIBUTE var4 NUMERIC
@ATTRIBUTE var5 NUMERIC
@ATTRIBUTE var6 NUMERIC
@ATTRIBUTE var7 NUMERIC
@ATTRIBUTE var8 NUMERIC
@ATTRIBUTE var9 NUMERIC
@ATTRIBUTE var10 NUMERIC
@ATTRIBUTE var11 NUMERIC
@ATTRIBUTE var12 NUMERIC
@ATTRIBUTE var13 NUMERIC
@ATTRIBUTE var14 NUMERIC
@ATTRIBUTE var15 NUMERIC
@ATTRIBUTE var16 NUMERIC
@ATTRIBUTE var17 NUMERIC
@ATTRIBUTE var18 NUMERIC
@ATTRIBUTE var19 NUMERIC
@ATTRIBUTE var20 NUMERIC
@ATTRIBUTE var21 NUMERIC
@ATTRIBUTE var22 NUMERIC
@ATTRIBUTE var23 NUMERIC
@ATTRIBUTE var24 NUMERIC
@ATTRIBUTE var25 NUMERIC
@ATTRIBUTE var26 NUMERIC
@ATTRIBUTE var27 NUMERIC
@ATTRIBUTE var28 NUMERIC
@ATTRIBUTE var29 NUMERIC
@ATTRIBUTE var30 NUMERIC
@ATTRIBUTE var31 NUMERIC
@ATTRIBUTE var32 NUMERIC
@ATTRIBUTE var33 NUMERIC
@ATTRIBUTE var34 NUMERIC
@ATTRIBUTE var35 NUMERIC
@ATTRIBUTE var36 NUMERIC
@ATTRIBUTE var37 NUMERIC
@ATTRIBUTE var38 NUMERIC
@ATTRIBUTE var39 NUMERIC
@ATTRIBUTE var40 NUMERIC
@ATTRIBUTE var41 NUMERIC
@ATTRIBUTE var42 NUMERIC
@ATTRIBUTE var43 NUMERIC
@ATTRIBUTE var44 NUMERIC
@ATTRIBUTE var45 NUMERIC
@ATTRIBUTE var46 NUMERIC
@ATTRIBUTE var47 NUMERIC
@ATTRIBUTE var48 NUMERIC
@ATTRIBUTE var49 NUMERIC
@ATTRIBUTE var50 NUMERIC
@ATTRIBUTE var51 NUMERIC
@ATTRIBUTE var52 NUMERIC
@ATTRIBUTE var53 NUMERIC
@ATTRIBUTE var54 NUMERIC
@ATTRIBUTE var55 NUMERIC
@ATTRIBUTE var56 NUMERIC
@ATTRIBUTE var57 NUMERIC
@ATTRIBUTE var58 NUMERIC
@ATTRIBUTE var59 NUMERIC
@ATTRIBUTE class {0,1} 
@DATA 
3.159183e-02,1.194015e-02,1.484463e-03,9.455713e-03,7.981192e-04,7.882218e-03,7.662521e-04,8.585356e-03,1.281513e-03,5.751622e-03,5.234642e-03,3.401876e-03,2.861470e-03,2.612722e-03,2.752420e-03,4.430547e-03,5.571393e-03,1.177383e-02,4.574204e-03,8.093135e-03,2.524192e-03,5.188970e-03,3.607323e-03,1.296397e-02,6.654225e-03,8.086106e-03,8.845345e-03,5.537115e-03,3.668668e-03,4.593481e-03,8.549117e-03,1.345937e-02,1.176174e-02,1.253604e-02,4.613638e-03,7.383169e-03,2.584707e-03,9.929145e-03,7.357757e-03,1.859737e-02,6.245145e-03,5.614369e-03,5.095162e-03,4.310751e-03,4.495480e-03,7.405179e-03,9.025875e-03,9.368880e-03,8.161479e-03,5.866527e-03,5.021213e-03,5.224819e-03,5.365716e-03,8.776808e-03,7.742147e-03,9.995973e-03,5.936245e-03,9.935921e-01,9.285051e-02,1
2.826253e-02,7.074167e-03,6.768834e-04,8.424312e-03,1.378803e-03,1.057673e-02,1.135122e-03,7.910101e-03,7.514868e-04,2.772856e-03,3.358417e-03,4.975790e-03,5.539444e-03,5.032825e-03,4.567429e-03,2.916118e-03,2.525926e-03,8.234095e-03,4.785911e-03,1.229635e-02,6.431206e-03,1.310263e-02,4.117634e-03,5.660824e-03,2.452676e-03,9.694427e-03,9.316610e-03,1.218829e-02,1.276372e-02,1.117056e-02,5.848637e-03,4.160319e-03,5.596537e-03,1.327480e-02,6.856908e-03,1.685341e-02,7.674722e-03,1.176136e-02,3.015489e-03,7.213247e-03,4.824502e-03,7.682957e-03,8.602187e-03,8.261872e-03,7.400223e-03,4.667769e-03,4.290012e-03,4.898197e-03,5.499146e-03,8.959456e-03,6.824939e-03,7.790158e-03,4.930143e-03,5.192066e-03,4.512821e-03,5.284721e-03,5.365687e-03,9.945965e-01,8.293884e-02,0
1.119882e-02,4.031171e-03,5.113566e-04,3.209573e-03,2.842548e-04,2.798963e-03,3.072482e-04,3.365607e-03,5.526546e-04,2.382542e-03,1.981952e-03,1.288973e-03,1.087101e-03,1.129934e-03,1.314281e-03,2.022841e-03,2.499872e-03,5.496675e-03,2.115438e-03,3.205896e-03,1.259896e-03,2.618126e-03,1.934293e-03,7.297954e-03,3.089353e-03,4.787087e-03,3.623416e-03,2.740176e-03,2.140285e-03,2.677264e-03,5.423766e-03,8.127932e-03,5.013004e-03,5.446690e-03,1.838305e-03,3.784419e-03,1.321419e-03,5.121886e-03,4.480334e-03,8.246528e-03,3.149749e-03,2.074971e-03,1.884571e-03,1.922007e-03,2.068070e-03,3.456569e-03,3.988836e-03,3.503165e-03,3.099855e-03,2.223277e-03,1.616855e-03,2.183139e-03,2.055876e-03,3.431599e-03,2.573935e-03,3.287433e-03,2.008602e-03,9.990732e-01,3.271735e-02,0
1.535410e-02,4.143085e-03,4.996735e-04,4.319547e-03,6.947879e-04,5.381580e-03,8.088107e-04,4.138825e-03,4.860221e-04,1.874631e-03,2.216070e-03,2.757104e-03,2.932355e-03,3.050323e-03,2.773640e-03,2.150572e-03,1.711734e-03,4.772039e-03,3.512712e-03,7.687986e-03,3.335330e-03,7.757216e-03,3.434523e-03,3.868367e-03,1.653776e-03,6.414922e-03,7.149057e-03,6.614551e-03,6.837015e-03,7.156524e-03,4.882633e-03,2.735581e-03,3.388278e-03,8.300185e-03,4.750166e-03,8.549252e-03,4.525481e-03,8.000110e-03,2.297217e-03,4.392988e-03,2.901210e-03,4.036937e-03,4.388471e-03,4.543150e-03,4.269133e-03,2.891664e-03,2.564642e-03,2.846231e-03,3.116531e-03,3.786793e-03,3.348408e-03,4.132016e-03,2.857198e-03,2.655227e-03,2.681913e-03,2.717489e-03,2.674093e-03,9.984546e-01,4.218174e-02,0
4.275694e-02,1.403319e-02,1.570496e-03,1.278030e-02,1.289665e-03,1.216248e-02,1.214138e-03,1.322948e-02,1.611829e-03,6.125292e-03,5.610050e-03,4.926266e-03,4.437313e-03,4.288195e-03,4.730341e-03,5.958191e-03,6.194920e-03,1.461739e-02,5.807777e-03,1.299086e-02,4.125273e-03,1.046445e-02,5.749238e-03,1.755490e-02,7.479268e-03,1.170051e-02,1.248380e-02,9.026655e-03,6.841871e-03,9.522079e-03,1.457288e-02,1.710685e-02,1.412644e-02,1.753169e-02,7.001512e-03,1.291589e-02,5.105657e-03,1.786117e-02,9.741070e-03,2.093178e-02,7.603408e-03,8.407589e-03,7.915531e-03,7.500974e-03,7.847470e-03,1.044778e-02,1.064035e-02,1.011075e-02,9.593479e-03,1.035532e-02,7.368134e-03,9.960664e-03,7.760096e-03,1.221513e-02,8.371950e-03,1.209541e-02,7.649537e-03,9.876098e-01,1.298133e-01,0
2.501090e-02,7.268521e-03,8.077680e-04,7.583417e-03,9.467715e-04,8.579428e-03,1.062032e-03,7.733198e-03,7.290986e-04,2.880941e-03,3.092969e-03,3.399570e-03,3.657722e-03,4.092696e-03,3.823413e-03,2.863635e-03,2.670349e-03,8.229702e-03,3.687218e-03,1.030810e-02,5.316093e-03,1.154821e-02,4.105569e-03,6.811099e-03,2.538558e-03,8.014297e-03,7.884193e-03,1.208322e-02,1.220067e-02,9.552410e-03,6.537075e-03,4.471411e-03,5.530226e-03,1.110375e-02,5.805929e-03,1.451864e-02,6.324993e-03,1.149881e-02,3.296021e-03,8.198214e-03,4.458291e-03,5.921591e-03,6.315966e-03,6.905358e-03,6.370993e-03,5.028502e-03,4.554263e-03,4.950715e-03,5.295069e-03,7.115889e-03,5.165000e-03,7.830663e-03,4.402801e-03,5.935220e-03,4.546299e-03,6.511203e-03,4.550463e-03,9.953613e-01,7.805431e-02,0
5.011771e-02,1.673115e-02,2.145463e-03,1.330824e-02,1.526129e-03,1.245556e-02,1.421661e-03,1.325415e-02,2.109549e-03,7.065050e-03,7.344554e-03,6.164106e-03,4.749777e-03,4.421272e-03,5.628281e-03,8.056265e-03,7.368561e-03,1.475956e-02,9.220100e-03,1.304678e-02,3.268847e-03,9.111366e-03,8.651936e-03,1.804062e-02,6.070814e-03,1.493211e-02,1.744941e-02,7.207928e-03,4.715550e-03,1.181318e-02,1.805256e-02,1.239903e-02,1.047264e-02,2.230314e-02,7.768293e-03,8.488647e-03,5.041887e-03,2.119456e-02,1.071854e-02,1.703423e-02,8.704743e-03,9.305579e-03,7.778819e-03,6.948425e-03,8.225986e-03,1.203934e-02,1.190472e-02,1.108220e-02,1.101353e-02,8.528735e-03,8.421226e-03,8.427679e-03,9.018065e-03,1.254986e-02,1.082140e-02,1.189185e-02,9.010510e-03,9.858865e-01,1.373796e-01,1
4.166142e-02,1.186633e-02,1.089307e-03,1.015941e-02,1.493029e-03,1.535089e-02,1.721074e-03,1.083065e-02,1.051864e-03,4.012524e-03,4.634965e-03,5.396727e-03,5.743546e-03,6.663009e-03,6.270847e-03,4.086248e-03,3.533362e-03,1.020507e-02,7.006623e-03,1.092014e-02,5.266879e-03,1.532614e-02,6.806707e-03,6.412293e-03,2.608132e-03,1.411074e-02,1.074693e-02,9.160528e-03,1.104035e-02,1.491185e-02,8.619596e-03,3.483038e-03,5.636520e-03,1.738090e-02,6.250397e-03,1.404807e-02,9.683545e-03,1.663736e-02,3.810991e-03,6.634273e-03,6.353160e-03,8.280879e-03,8.793691e-03,1.052267e-02,9.893183e-03,5.953698e-03,5.492052e-03,6.465883e-03,7.255205e-03,8.719443e-03,1.063852e-02,9.734505e-03,7.266989e-03,6.406283e-03,8.350854e-03,6.405049e-03,6.864371e-03,9.902987e-01,1.149220e-01,0
2.067065e-02,7.190649e-03,8.933406e-04,6.527293e-03,6.148696e-04,5.029253e-03,6.416418e-04,6.357140e-03,9.167072e-04,3.872538e-03,3.623333e-03,2.995886e-03,2.531948e-03,2.041143e-03,2.471032e-03,3.831851e-03,4.276500e-03,8.778389e-03,3.923347e-03,8.760202e-03,2.120091e-03,3.876127e-03,3.285031e-03,1.279460e-02,4.984712e-03,7.651426e-03,9.368764e-03,6.578860e-03,2.834877e-03,3.854683e-03,9.743722e-03,1.240555e-02,8.691207e-03,1.072797e-02,5.467763e-03,6.393590e-03,2.048166e-03,9.019477e-03,7.801316e-03,1.396784e-02,4.937581e-03,5.045365e-03,4.199514e-03,3.205237e-03,3.677928e-03,6.474531e-03,7.136995e-03,6.080981e-03,5.772763e-03,4.410156e-03,3.341041e-03,4.081895e-03,4.230340e-03,6.476184e-03,4.451585e-03,6.490977e-03,4.048627e-03,9.967771e-01,6.218339e-02,0
1.598747e-02,4.322703e-03,5.045683e-04,4.642553e-03,7.682506e-04,6.450986e-03,6.305519e-04,4.151701e-03,3.905426e-04,1.780266e-03,2.134529e-03,2.963348e-03,3.465808e-03,3.346127e-03,2.905617e-03,1.717336e-03,1.574009e-03,5.484192e-03,3.183237e-03,7.792410e-03,4.215556e-03,9.186994e-03,2.578232e-03,3.044822e-03,1.406585e-03,6.853541e-03,6.142097e-03,7.884832e-03,9.850910e-03,7.645300e-03,3.463591e-03,2.106787e-03,3.473269e-03,8.656610e-03,4.450543e-03,1.153263e-02,5.724256e-03,7.168893e-03,1.680072e-03,4.093656e-03,3.210136e-03,4.658375e-03,5.314299e-03,5.355008e-03,4.802448e-03,2.486651e-03,2.443920e-03,3.082624e-03,3.423621e-03,5.171618e-03,4.033640e-03,4.904243e-03,2.736045e-03,2.820948e-03,2.827520e-03,3.192795e-03,2.819253e-03,9.980837e-01,4.777058e-02,1
2.311690e-02,8.736480e-03,1.202316e-03,6.648690e-03,5.481066e-04,4.844319e-03,4.727686e-04,5.840967e-03,1.081111e-03,4.669250e-03,3.909959e-03,2.120126e-03,1.778841e-03,1.508838e-03,1.778285e-03,3.196305e-03,4.157799e-03,9.986403e-03,2.821663e-03,4.080338e-03,1.541773e-03,3.359841e-03,2.294066e-03,8.177856e-03,5.526896e-03,6.526620e-03,4.289243e-03,2.990244e-03,2.693759e-03,3.441182e-03,4.943656e-03,9.921548e-03,1.004797e-02,7.622520e-03,2.197588e-03,4.506744e-03,1.848731e-03,6.020113e-03,4.743872e-03,1.498140e-02,5.648972e-03,3.342186e-03,2.855815e-03,2.463070e-03,2.815205e-03,4.960266e-03,6.453738e-03,7.207717e-03,6.113582e-03,3.429911e-03,3.273861e-03,2.952831e-03,3.920316e-03,6.254049e-03,5.520670e-03,7.186217e-03,4.297055e-03,9.968368e-01,6.475054e-02,0
1.970808e-02,4.000443e-03,4.895385e-04,5.823270e-03,1.006487e-03,7.402699e-03,9.671220e-04,5.226539e-03,3.879112e-04,1.389104e-03,1.866453e-03,3.567739e-03,4.245518e-03,3.869109e-03,2.940358e-03,1.632243e-03,1.371854e-03,3.662822e-03,2.718421e-03,9.122559e-03,5.081948e-03,7.939387e-03,2.091632e-03,3.010569e-03,1.310160e-03,4.456141e-03,5.653062e-03,9.591656e-03,8.931416e-03,4.929950e-03,3.139012e-03,2.415417e-03,2.590685e-03,7.030697e-03,5.145030e-03,1.328576e-02,4.631639e-03,5.434313e-03,1.666263e-03,3.900180e-03,2.042116e-03,5.440188e-03,6.591444e-03,5.871213e-03,4.684221e-03,2.389978e-03,2.088731e-03,2.296707e-03,2.903996e-03,6.269742e-03,4.710195e-03,5.466287e-03,3.512903e-03,2.541999e-03,2.558301e-03,2.711882e-03,3.733502e-03,9.976226e-01,5.537839e-02,0
3.307648e-02,1.097632e-02,1.291521e-03,9.039929e-03,9.698340e-04,8.112841e-03,7.718705e-04,8.148513e-03,1.245335e-03,4.924270e-03,4.265156e-03,3.377869e-03,3.028683e-03,2.419001e-03,2.568163e-03,3.640762e-03,4.644522e-03,1.026647e-02,3.665525e-03,6.453998e-03,2.663748e-03,4.641425e-03,2.447789e-03,9.164732e-03,5.574140e-03,6.493671e-03,5.911414e-03,5.114526e-03,4.153210e-03,3.533701e-03,5.385319e-03,1.064232e-02,1.098486e-02,8.743218e-03,3.840345e-03,6.745317e-03,2.545471e-03,6.395015e-03,5.599753e-03,1.412340e-02,5.982256e-03,4.973266e-03,4.838392e-03,3.819864e-03,3.860856e-03,5.643697e-03,7.060987e-03,7.528903e-03,6.576458e-03,5.102352e-03,5.605227e-03,4.525499e-03,5.499990e-03,6.817463e-03,7.327051e-03,7.597636e-03,6.204814e-03,9.943426e-01,8.954650e-02,1
3.564185e-02,7.997383e-03,9.175236e-04,1.005509e-02,1.497091e-03,1.135627e-02,1.413209e-03,9.016948e-03,8.988883e-04,3.022487e-03,3.493139e-03,4.638957e-03,5.394916e-03,5.314067e-03,4.344071e-03,2.753851e-03,2.670021e-03,7.059515e-03,3.646565e-03,1.101873e-02,6.221477e-03,1.092640e-02,2.791755e-03,4.736219e-03,2.713549e-03,6.632507e-03,7.065850e-03,1.177355e-02,1.242698e-02,6.561830e-03,3.701624e-03,3.749044e-03,5.445586e-03,9.398554e-03,6.229769e-03,1.610762e-02,6.411249e-03,7.098910e-03,2.549814e-03,7.102581e-03,4.271542e-03,7.047704e-03,8.092113e-03,8.149902e-03,6.854503e-03,4.079193e-03,3.940576e-03,4.862722e-03,5.321920e-03,8.942913e-03,7.343679e-03,8.329179e-03,6.081840e-03,5.217043e-03,5.415833e-03,5.836641e-03,6.414409e-03,9.933807e-01,9.645551e-02,0
6.375109e-02,2.061369e-02,2.571109e-03,1.706523e-02,1.804180e-03,1.566546e-02,1.738805e-03,1.595860e-02,2.359604e-03,8.440274e-03,8.370398e-03,6.795693e-03,5.486134e-03,4.804097e-03,5.542136e-03,8.227503e-03,8.800359e-03,1.598911e-02,8.574049e-03,1.429840e-02,4.125539e-03,8.479666e-03,6.955303e-03,1.941880e-02,7.796954e-03,1.329412e-02,1.700461e-02,9.058593e-03,5.514966e-03,8.430908e-03,1.650306e-02,1.539675e-02,1.256478e-02,2.165726e-02,8.651390e-03,1.110020e-02,4.762981e-03,1.766358e-02,1.147003e-02,2.120656e-02,8.971738e-03,1.039426e-02,8.870957e-03,7.341688e-03,8.037968e-03,1.309720e-02,1.310288e-02,1.317659e-02,1.230462e-02,1.037552e-02,1.045805e-02,9.363120e-03,1.049650e-02,1.398609e-02,1.361694e-02,1.463413e-02,1.157353e-02,9.789360e-01,1.725177e-01,0
4.089790e-02,1.019379e-02,1.137581e-03,1.094127e-02,1.610408e-03,1.409807e-02,1.761561e-03,1.072767e-02,1.143692e-03,3.805042e-03,4.574544e-03,5.837745e-03,6.160129e-03,6.513632e-03,6.369004e-03,3.976276e-03,3.320026e-03,1.000253e-02,6.395813e-03,1.252282e-02,5.962935e-03,1.506570e-02,5.604282e-03,6.261683e-03,2.845666e-03,1.238622e-02,1.070487e-02,1.013489e-02,1.166572e-02,1.322601e-02,7.139929e-03,3.907254e-03,6.039772e-03,1.579438e-02,7.186446e-03,1.553812e-02,8.879404e-03,1.417081e-02,3.535433e-03,7.321028e-03,6.115255e-03,8.946057e-03,9.432517e-03,1.019105e-02,9.624321e-03,6.104984e-03,5.320334e-03,6.135711e-03,7.279719e-03,9.992642e-03,9.236944e-03,1.018221e-02,7.199169e-03,6.250641e-03,6.711891e-03,6.851852e-03,7.324191e-03,9.906441e-01,1.131034e-01,0
3.112924e-02,1.078106e-02,1.406868e-03,8.636419e-03,8.242348e-04,7.126326e-03,5.551095e-04,7.771615e-03,1.286916e-03,4.966602e-03,4.362010e-03,3.329803e-03,2.600797e-03,1.986684e-03,2.300646e-03,3.968721e-03,4.841314e-03,9.536438e-03,4.061262e-03,7.236303e-03,1.752661e-03,3.546733e-03,3.165563e-03,1.051935e-02,5.227236e-03,6.268856e-03,9.030147e-03,4.139154e-03,2.486802e-03,3.552846e-03,8.650880e-03,9.675196e-03,8.897594e-03,1.055999e-02,4.338597e-03,5.263183e-03,1.872466e-03,8.260856e-03,6.054549e-03,1.441577e-02,5.125061e-03,5.175416e-03,4.298273e-03,3.112578e-03,3.321076e-03,6.298194e-03,7.283134e-03,7.594084e-03,6.659828e-03,5.314400e-03,4.714923e-03,4.127601e-03,5.157496e-03,7.622710e-03,6.921515e-03,8.586847e-03,5.855551e-03,9.946747e-01,8.625166e-02,0
2.999426e-02,7.332778e-03,8.568324e-04,8.085663e-03,1.294796e-03,1.038041e-02,1.209611e-03,7.603520e-03,6.901284e-04,2.450634e-03,3.251748e-03,4.155837e-03,4.531405e-03,4.516753e-03,3.905578e-03,2.170988e-03,1.992915e-03,6.646377e-03,4.184688e-03,1.001654e-02,5.344172e-03,1.000291e-02,3.459784e-03,3.950404e-03,1.831607e-03,8.204130e-03,7.323885e-03,1.022924e-02,9.182522e-03,8.148501e-03,4.707017e-03,2.611790e-03,3.817746e-03,1.071983e-02,5.592909e-03,1.425450e-02,5.856313e-03,8.730110e-03,1.992544e-03,5.204779e-03,3.780022e-03,6.347380e-03,7.415723e-03,7.363904e-03,6.273832e-03,3.626463e-03,3.302831e-03,4.235507e-03,4.901121e-03,8.075616e-03,6.583873e-03,7.541194e-03,4.953263e-03,4.350045e-03,4.709288e-03,5.077435e-03,5.557479e-03,9.949327e-01,8.385763e-02,1
5.195533e-02,1.750192e-02,2.045077e-03,1.453914e-02,1.618220e-03,1.424622e-02,1.404149e-03,1.428478e-02,2.168580e-03,7.185932e-03,7.429800e-03,6.510100e-03,5.206993e-03,4.842415e-03,5.741527e-03,8.060906e-03,7.962103e-03,1.580813e-02,9.420092e-03,1.473059e-02,3.916990e-03,1.065800e-02,8.600811e-03,1.960338e-02,7.242376e-03,1.549117e-02,1.844264e-02,8.883636e-03,6.608641e-03,1.270393e-02,1.806554e-02,1.603660e-02,1.262410e-02,2.398057e-02,8.575260e-03,1.151057e-02,5.711374e-03,2.163165e-02,1.182557e-02,2.049556e-02,8.866385e-03,1.035808e-02,8.525705e-03,7.661534e-03,8.833681e-03,1.260782e-02,1.285551e-02,1.151613e-02,1.160819e-02,1.034013e-02,9.000397e-03,9.697913e-03,9.457348e-03,1.380682e-02,1.131711e-02,1.315609e-02,9.385054e-03,9.834544e-01,1.491199e-01,1
5.391393e-02,1.452856e-02,1.837971e-03,1.454354e-02,2.267811e-03,1.760630e-02,2.218897e-03,1.415588e-02,1.515353e-03,5.682866e-03,7.237575e-03,7.797403e-03,7.490248e-03,7.832896e-03,7.885747e-03,5.764893e-03,4.912195e-03,1.619843e-02,9.841902e-03,1.544164e-02,7.072061e-03,1.935466e-02,8.897253e-03,9.682355e-03,4.239114e-03,2.100334e-02,1.527025e-02,1.231919e-02,1.460494e-02,2.048175e-02,1.182948e-02,6.219054e-03,9.182427e-03,2.406854e-02,9.064938e-03,1.884428e-02,1.192861e-02,2.088258e-02,5.653644e-03,1.055606e-02,9.787234e-03,1.178531e-02,1.183241e-02,1.247427e-02,1.236390e-02,8.424520e-03,7.652910e-03,9.360883e-03,1.114218e-02,1.268660e-02,1.172417e-02,1.284565e-02,9.489236e-03,8.845708e-03,9.286316e-03,1.003204e-02,9.771424e-03,9.833130e-01,1.491497e-01,0
5.066023e-02,1.771498e-02,2.139020e-03,1.348772e-02,1.471461e-03,1.413927e-02,1.481519e-03,1.278784e-02,1.877507e-03,7.345623e-03,7.171171e-03,6.358224e-03,5.273105e-03,4.750120e-03,5.195457e-03,7.337253e-03,7.440280e-03,1.531167e-02,8.977285e-03,1.508009e-02,3.875034e-03,8.822144e-03,7.716790e-03,1.954104e-02,7.341974e-03,1.414053e-02,1.960143e-02,8.475984e-03,5.492932e-03,1.040016e-02,1.873223e-02,1.536381e-02,1.227350e-02,2.225566e-02,8.931469e-03,1.083780e-02,4.930553e-03,1.967104e-02,1.156087e-02,2.015256e-02,8.393631e-03,9.886321e-03,8.842501e-03,7.496078e-03,7.983144e-03,1.173770e-02,1.235090e-02,1.164133e-02,1.078010e-02,9.941249e-03,9.366816e-03,9.059075e-03,8.560703e-03,1.253550e-02,1.160635e-02,1.283249e-02,8.934965e-03,9.845464e-01,1.442407e-01,1
6.374528e-02,1.876602e-02,1.859003e-03,1.599511e-02,2.302091e-03,2.282922e-02,2.715150e-03,1.625136e-02,1.856413e-03,6.502106e-03,7.828040e-03,8.917164e-03,8.866905e-03,9.792002e-03,9.578505e-03,7.062257e-03,5.840079e-03,1.645237e-02,1.122061e-02,1.955595e-02,8.332606e-03,2.292144e-02,1.175195e-02,1.289452e-02,4.401636e-03,2.231341e-02,1.945941e-02,1.581579e-02,1.609817e-02,2.495794e-02,1.736851e-02,7.262714e-03,9.245472e-03,2.855022e-02,1.130585e-02,2.294311e-02,1.326872e-02,2.928382e-02,7.315275e-03,1.260613e-02,9.527549e-03,1.362041e-02,1.449414e-02,1.603802e-02,1.554317e-02,1.090569e-02,9.401278e-03,1.083220e-02,1.157930e-02,1.517058e-02,1.500071e-02,1.656228e-02,1.074457e-02,1.148169e-02,1.229815e-02,1.231652e-02,1.037018e-02,9.751185e-01,1.828707e-01,0
2.759980e-02,9.795371e-03,1.233762e-03,7.527519e-03,8.118227e-04,6.733497e-03,7.926716e-04,7.815229e-03,1.243124e-03,4.895636e-03,4.240906e-03,3.202324e-03,2.885657e-03,2.514370e-03,2.972743e-03,4.685238e-03,5.186979e-03,9.524850e-03,4.332790e-03,7.732982e-03,2.748785e-03,4.966175e-03,3.964719e-03,1.319075e-02,6.107664e-03,7.329150e-03,9.392167e-03,6.322323e-03,4.283334e-03,4.889611e-03,1.020624e-02,1.331479e-02,1.050571e-02,1.074476e-02,5.125919e-03,7.429131e-03,2.844019e-03,1.020540e-02,8.100625e-03,1.642220e-02,5.334455e-03,5.081282e-03,4.643089e-03,3.960192e-03,4.247121e-03,7.376926e-03,8.531090e-03,7.509894e-03,6.548002e-03,4.657052e-03,4.352535e-03,4.498820e-03,5.153906e-03,7.723348e-03,6.277371e-03,7.386235e-03,5.007678e-03,9.952752e-01,7.737268e-02,0
2.798439e-02,7.169979e-03,8.599742e-04,8.385655e-03,1.268355e-03,1.001238e-02,1.274433e-03,7.428161e-03,7.593275e-04,3.189166e-03,3.707091e-03,4.790673e-03,5.118445e-03,5.192894e-03,4.706617e-03,3.078595e-03,2.631109e-03,9.137120e-03,5.249646e-03,1.032359e-02,6.156421e-03,1.301567e-02,4.414790e-03,5.132537e-03,2.600169e-03,1.124774e-02,8.519358e-03,1.046762e-02,1.315177e-02,1.170648e-02,5.696410e-03,3.786123e-03,6.393738e-03,1.307176e-02,5.828829e-03,1.640723e-02,7.860721e-03,1.134459e-02,2.864705e-03,7.111584e-03,5.849631e-03,7.112880e-03,7.855832e-03,8.183153e-03,7.182722e-03,4.384280e-03,3.987981e-03,5.099095e-03,5.926593e-03,8.264252e-03,6.298607e-03,7.807148e-03,4.809479e-03,4.614654e-03,4.843954e-03,5.408941e-03,5.377632e-03,9.948180e-01,8.105811e-02,0
2.943595e-02,8.833490e-03,1.227224e-03,7.353146e-03,9.224935e-04,7.032360e-03,1.025905e-03,7.498951e-03,1.266888e-03,4.472118e-03,4.280766e-03,3.369918e-03,2.809273e-03,2.865389e-03,3.381396e-03,4.581408e-03,4.568427e-03,9.046961e-03,5.044108e-03,6.876556e-03,2.699934e-03,5.550307e-03,4.887070e-03,1.022694e-02,4.813965e-03,8.625313e-03,8.584012e-03,5.019920e-03,3.873928e-03,6.448019e-03,9.861648e-03,8.671648e-03,8.389113e-03,1.065328e-02,4.550009e-03,6.122099e-03,3.385641e-03,1.069795e-02,6.561451e-03,1.096738e-02,5.642753e-03,4.666863e-03,4.345198e-03,4.235617e-03,4.478945e-03,6.536936e-03,6.503300e-03,6.289551e-03,5.897072e-03,4.274362e-03,4.848770e-03,4.245208e-03,5.210122e-03,5.998752e-03,6.113016e-03,5.943749e-03,5.141045e-03,9.957950e-01,7.344558e-02,0
2.904372e-02,6.673168e-03,9.493990e-04,7.201735e-03,1.351711e-03,8.785055e-03,1.295493e-03,7.423147e-03,9.167210e-04,2.914017e-03,3.231572e-03,4.151460e-03,4.377640e-03,4.597321e-03,4.401023e-03,3.108712e-03,2.621170e-03,6.267468e-03,4.710096e-03,8.609914e-03,4.962096e-03,9.764086e-03,4.370034e-03,5.060825e-03,2.404500e-03,7.718657e-03,7.842306e-03,8.200214e-03,8.869763e-03,8.609427e-03,5.681314e-03,3.633513e-03,4.639030e-03,9.881831e-03,5.254299e-03,1.106673e-02,6.201363e-03,9.358931e-03,3.155157e-03,5.712585e-03,4.138345e-03,6.007169e-03,6.353687e-03,6.569900e-03,6.220879e-03,4.140689e-03,3.753162e-03,4.060802e-03,4.597443e-03,5.898114e-03,6.039312e-03,5.850744e-03,5.157125e-03,3.802131e-03,4.543884e-03,3.897355e-03,5.172973e-03,9.960085e-01,7.206423e-02,0
